gene	ACH-001339	ACH-000765	ACH-000008	ACH-000465	ACH-000550	ACH-000322	ACH-002508	ACH-000632	ACH-000441	ACH-000805	ACH-001328	ACH-001521	ACH-000580	ACH-001568	ACH-002458	ACH-001569	ACH-000814	ACH-001973	ACH-002005	ACH-002003	ACH-002461	ACH-000799	ACH-001523	ACH-001551	ACH-002511	ACH-002460	ACH-000614	ACH-000014	ACH-000348	ACH-001566	ACH-000572	ACH-001239	ACH-001970	ACH-000425	ACH-000404	ACH-000882	ACH-000458	ACH-002084	ACH-001522	ACH-000650	ACH-001563	ACH-002510	ACH-000822	ACH-000812	ACH-002509	ACH-001524	ACH-001982	ACH-000730	ACH-001567	ACH-000661	ACH-001190	ACH-002459	ACH-001645	ACH-000304	ACH-000931	ACH-000810	ACH-002001	ACH-001550	ACH-000450	ACH-000423	ACH-001552	ACH-000915	ACH-000881	ACH-000899	ACH-000884	ACH-000477	ACH-000401	ACH-000615	ACH-000801	ACH-002512	ACH-002004	ACH-000827	ACH-000987	ACH-000274	ACH-000644	ACH-000219	ACH-000582	ACH-001570	ACH-001442	ACH-000640	ACH-002002	ACH-000579	ACH-000788	ACH-000968	ACH-000750
PHF23	56.8	50.48	52.01	35.82	32.36	52.93	43.07	41.76	35.52	57.09	14.7	39.73	46.77	11.91	44.47	21.92	62.35	27.66	42.2	47.27	41.24	32.15	30.88	58.65	25.57	47.86	44.62	71.86	41.57	33.23	44.23	55.02	52.02	50.07	49.64	52.99	20.07	105.89	79.41	38.11	32.54	51.56	40.57	48.93	91.84	40.36	53.03	49.67	35.31	50.8	20.35	49.7	22.55	60.13	46.13	54.6	38.52	56.11	45.75	52.71	43.27	32.58	28.04	59.9	55.04	73.36	48.23	53.83	44.94	79.14	43.89	55.89	68.36	21.64	51.67	68.77	50.61	87.64	29.5	36.94	37.29	83.16	68.31	50.6	40.52
CDH10	0	0.04	0.01	0.0700000000000001	0	0.7	0	0.01	0.01	1.02	0	0	0.0900000000000001	0	4.18	0	0.02	0	0	0.03	0.0900000000000001	0.02	0.02	0.1	0	1.61	0	0.03	0.03	0	0.0800000000000001	0.05	0.57	0.02	0.1	0.01	0.04	0	0.86	0	0	0	0.03	0.03	0.54	0	0	0.24	0.21	0.01	0	8.6	3.33	0.01	0.47	0	0.03	0.26	0.01	0	5.42	0	0	0.05	0	0.03	0	0.0800000000000001	0.02	0	0.03	0.03	0	0.05	0.15	0.12	0.02	0.03	0.1	0.05	2.34	0.01	0.02	0.01	0.31
INPP4A	3.48	17.76	10.98	16.85	11.43	9.18	2.01	9.04	13.25	9.71	3.84	5	13.75	1.53	4.88	6.59	14.04	4.47	6.49	3.8	4.29	12.29	6.56	5.06	6.26	6.29	11.36	11.26	15.07	4.21	10.02	8.78	5.73	8.07	9.17000000000001	14.03	8.02	5.63	7.12	10.8	6.03	4	10.23	15.85	6.83	9.25	7.96	5.64	4.33	7.68	5.77	4.85	5.55	13.95	29.81	9.35	4.23	7.1	7.01	10.8	6.77	8.67	8.72	11.82	10.48	12.36	7.25	11.61	11.79	5.41	8.35	12.82	11.63	9.2	11.16	5.86	10.24	6.09	4.35	10.97	5.4	9.4	5.46	5.38	9.59
RAB27B	0.88	1.18	1.9	0.04	13.46	0.72	1.31	5.5	0.1	0.11	8.49	11.88	5.25	0.04	1.6	1.06	0.84	0.31	0.59	0.49	21.18	0.65	4.42	1.79	4.12	1.42	1.21	1.21	7.43	0.25	1.48	0.19	0.01	0.16	0.13	0.77	9.82	1.41	0.18	0.11	3.81	0	0.96	0.02	7	11.4	0.29	0.0600000000000001	0.26	0.92	0.01	4.11	0.2	0.47	0.57	0.33	1.16	0.77	0.01	0.04	2.45	0.02	0.3	3.25	8.77	0.01	0.13	2.01	0.05	0.24	0.01	4.89	0.12	3.23	0.03	0.88	0.15	0.24	3.88	0.49	18.86	0.0600000000000001	1.28	0.0600000000000001	0.19
PSMA4	596.1	487.1	330.49	292.35	284.04	420.06	303.18	301.13	228.86	209.53	455.25	395.13	341.05	136.28	265.5	188.43	362.26	259.73	270.34	283.88	128.06	265.67	386.86	306.3	251.75	222.13	149.35	235.65	476.82	258.86	660.21	349.01	255.33	302.45	350.62	294.64	302.17	476.82	335.71	398.09	217.79	188.05	251.91	431	347.96	231.43	237.27	345.57	238.79	720.459999999999	351.19	160.84	309.4	439.21	395.96	354.38	324.75	460.97	411.46	567.84	504.41	274.53	429.71	493.86	442.3	316.78	481.68	236.84	424.46	322.47	239.62	271.45	323.71	485.09	166.51	561.4	481.24	271.4	400.55	364.54	343.99	410.43	371.37	245.92	309.21
MYO16	0.12	0.0800000000000001	0.04	0.42	0.02	0.04	0	0.03	0.1	0.0900000000000001	0.02	0.05	0.23	0.0800000000000001	0.01	0.18	0.05	0.31	1.72	0.47	0.01	0.12	0.34	0	0.13	0.04	0.1	0.04	0	0.02	1.59	0.15	0.04	0.03	0.04	1.89	0.12	0.11	0.98	3.22	0	0.0800000000000001	0.03	0.04	0.04	0.01	0.0700000000000001	0.05	0.17	0.0700000000000001	0.0900000000000001	0.01	0.24	0.0800000000000001	0.0900000000000001	0.13	0.36	0.0800000000000001	0.22	1.25	0.71	0.28	0.02	0	0.02	0.0600000000000001	0.0800000000000001	0.34	1.86	0.1	0.0900000000000001	0.26	0.45	0.0600000000000001	0.19	0.17	0.69	0.05	0.18	0.0800000000000001	0.71	0.15	0.04	0.03	0.03
LSG1	35.1	79.06	54.62	35.58	47.78	49.74	23.66	69.57	38.76	35.02	25.41	35.87	60.59	31.26	30.95	11.95	43.93	22.2	27.49	13.7	24.2	33.6	20.92	23.02	17.63	29.17	26.47	46.49	49.53	13	68.92	31.5	45.17	56	51.27	35.08	44.39	30.73	34.81	51.39	16.21	14.59	22.49	41.41	26.51	27.58	25.57	39.76	19.06	44.16	67.86	35.15	17.48	46.3	34.99	38.87	12.29	19.93	45.01	54.1	26.75	29.77	39.35	46.22	57.05	51.82	39.49	66.44	37.86	30.54	40.5	39.09	38.15	56.98	45.98	26.91	42.76	24.72	31.6	26.65	11.22	41.34	36.27	29.81	28.18
PARP3	8.48	9.9	13.62	12.66	22.22	20.66	24.79	19.83	13.94	10.22	5.31	3.83	16.55	6.64	23.7	5.65	13.73	2.69	11.43	11.12	40.18	23.7	7.31	6.51	26.23	32.14	17.01	32.97	44.45	6.61	9.6	31.29	8.74	10.54	14.28	16.27	9.69	12.73	9.35	16.2	17.62	12.74	12.9	30.87	33.7	5.09	3.87	5.62	9.69	10.81	15.2	27.06	10.68	22.8	19.46	14.09	16.15	25.12	10.83	28.93	6.93	8.42	15.16	23.28	45.59	30.25	13.28	11.19	13.61	14.32	7.04	16.28	22.47	53.28	20.3	16.97	20.43	6.69	2.24	23.26	26.84	12.02	9.63	13.75	5.81
TNC	292.96	330.64	418.55	17.51	457.23	289.2	74.62	311.78	17.6	230.81	3.25	67.23	423.83	5.73	473.92	58.61	741.05	415.41	74.1400000000001	173.32	530.72	1111.4	49.18	15.59	139.06	189.46	79.23	673.59	118.68	38.51	11.32	270.07	0.18	327.61	19.07	181.39	135.54	192.29	25.43	68.98	1.19	11.96	348.43	55.81	477.39	0.37	224.38	218.57	453.32	281.88	285.42	202.06	1153.8	882.990000000001	0.03	97.85	311.8	33.22	33.16	1.96	54.75	70.74	758.22	328.24	165.68	352.38	242.43	941.46	2.81	170.71	36.36	549.56	104.8	53.88	97.16	175.36	1.96	148.6	91.73	274.69	176.78	101.46	235.95	55.63	238.46
THAP3	14.51	17.82	18.88	15.84	17.27	12.92	8.75	14.57	11.92	17.41	10.66	10.3	12.53	12.43	9.4	21.09	18.63	10.18	21.08	12.57	10.36	10.71	9.35	10.42	16.37	8.96	10.41	17.35	17.34	19.67	18.57	5.2	8.49	15.34	12.55	14.57	24.26	12.36	7.27	20.65	6.72	10.73	8.79	16.57	16.82	14.63	10.94	10.37	7.62	14.04	9.86	9.18	9.5	7.49	13.73	21.58	15.24	11.4	13.95	15.08	7.68	10.11	14.93	16.53	9.09	8.82	17.4	15.55	13.07	8.25	11.93	13.03	26.1	22.32	13.19	12.77	14.93	12.24	16.83	19.6	14.66	23.07	16.36	13.88	9.92
RIPOR3	0.0900000000000001	0.38	1.2	0.23	0.16	0.12	0.0700000000000001	0.52	0.0800000000000001	0.1	0.0600000000000001	0.03	0.19	0.03	0.22	0.05	5.41	0.02	0.02	0.02	1.1	0.49	0.26	0.2	0.03	0.41	0.16	0.81	50.68	0.0600000000000001	0.12	0	0.01	1.86	0.2	0.12	1.93	0	0	0.05	0	0.01	1.2	0.37	0.18	0.01	0	0.13	0.05	0.15	0.31	1.21	0.01	2.11	0.0600000000000001	0.35	0	0.05	0.03	0.67	7.67	0.1	0.0800000000000001	0.02	0.24	0.28	0.12	0.26	0.26	0.04	0.0900000000000001	3	0.05	1.24	0.48	0.12	0.15	0	2.64	2	0.0800000000000001	0.16	0.1	0.0700000000000001	0.15
TDP1	7.67	14.17	14.62	4	11.25	14.63	16.87	21.11	12.59	11.15	9.79	16.25	11.06	1.96	10.71	5.04	15.6	11.66	11.64	6.6	9.96	10.93	7.21	38.57	15.51	8.56	9.49	10.91	14.71	7.34	13.47	16.08	13.76	9.92	5.75	14.81	16.04	8.14	7.02	12.8	18.1	2.3	13.09	14.35	11.66	14.53	14.13	8.04	7.82	16.86	20.46	8.78	6.89	11.53	27.67	14.94	9.24	22.07	10.83	13.62	21.57	12.17	12.74	22.2	17.52	12.38	9.35	7.19	17.93	16.94	7.84	26.81	16.39	19.73	8.55	11.53	11.37	4.51	10.61	7.55	12.48	12.72	17.05	12.56	27.88
AIFM2	15.06	20.5	27.79	37.88	18.56	14.12	8.07	26.51	25.05	14.6	7.02	11.26	18.42	10.25	5.56	5.28	16.67	15.36	21.01	5.81	1.24	11.59	10.6	7.26	13.25	9.01	10.17	19.19	18.02	10.23	15.12	22.7	8.27	7.36	17.98	12.65	28.91	11.05	8.39	17.03	17.12	15.15	7.46	21	5.11	7.01	10.54	14.66	10.6	23.67	14.92	4.39	10.36	9.19	19.54	34.24	5.92	12.51	24.77	15.55	10.34	27.34	33.01	9.86	15.08	16.77	24.52	9.68	28.88	18.56	9.19	14.21	33.53	12.28	18.11	10.71	22.04	17.51	8.79	14.91	10.13	14.14	18.21	56.99	0.0900000000000001
C2orf83	0	0	0.05	0	0.01	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0900000000000001	0	0.03	0.0600000000000001	0	0	0	0.04	0	0	0	0.0600000000000001	0	0	0	0	0	0	0	0	0.05	0	0	0.43	0	1.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA7	1.88	3.73	1.59	0.77	5.31	1.49	2.56	2.48	2.23	2.5	6.61	7.4	1.27	1.39	3.33	3.57	3.72	4.93	2.41	1.95	3.63	3.76	5.31	4.17	5.78	3.93	3.47	1.63	4.11	1.76	1.7	1.68	6.15000000000001	2.71	1.33	3.02	3.78	3.68	4.34	2.18	3.07	2.43	3.31	3.22	7.56	9.61	4.7	2.62	2.33	4.12	2.38	2.95	7.37	4.06	2.61	1.79	3.18	5.07	1.77	2.89	4.13	1.78	2.35	3.42	5.39	4.04	1.45	1.5	3.23	3.82	7.69	1.9	1.4	6.12	2.35	1.04	1.63	4.07	4.55	2.01	6.23	1.56	1.05	1.43	2.05
MED17	17.62	21.08	17.5	16.26	16.21	14.3	29.47	15.3	16.28	16.05	9.31	14.15	13.92	6.07	13.97	5.61	19.25	25.97	11.73	33.25	36.51	9.57	20.92	21.84	7.46	9.14	38.51	16.08	19.97	10.37	17.31	21.55	15.92	12.41	19.12	10.24	15.72	16.39	9.82	23.04	22.92	14.7	19.42	23.79	27.51	24.77	7.05	11.08	12.49	18.48	10.4	15.3	9.99	27.18	14.9	12.59	30.4	32.73	8.81	15.21	17.81	15.34	13.56	15.88	21.32	7.46	11.11	9.35	12.69	11.12	9.09	27.22	8.52	14.44	14.18	34.29	14.81	19.15	13.71	14.85	24.94	24.5	19.49	10.59	19.57
RETSAT	25.33	23.58	39.96	119.28	46.25	31.13	47.98	30.88	92.21	25.79	18.88	22.02	36.19	37.99	36.92	66.23	70.58	46.47	119.41	28.4	75.44	47.3	22.68	9.35	26.72	39.63	69.98	39.33	41.08	35.99	70.04	42.24	40.52	30.58	59.02	40.37	42.68	152.23	50.68	57.84	37.15	93.03	38.42	89.09	13.92	33.92	130.93	72.62	21	31.36	19.98	41.9	32.36	32.38	36.63	132.69	25.42	28.77	78.63	74.81	18.32	58.78	27.44	29.94	36.19	178.2	26.74	55.02	95.55	68.05	33.31	21.74	55.6	19.57	28.87	27.52	64.29	78.67	19.71	33.29	28.56	56.37	34.93	67.9100000000001	29.69
CAPG	8.77	260.54	38.59	179.97	268.02	339.95	35.59	16.12	30.15	13.63	195.21	216.08	12.65	107.42	89.97	442.6	451.93	275.02	558.65	124.04	1.25	13.74	135.97	52.97	5.72	102.76	6.19	345.12	28.66	934.879999999999	171.1	17.36	6.08	15.3	255.66	1011	85.51	1033.8	9.86	1568.2	0.62	10.05	5.71	92.71	5.75	147.34	2262.4	18.96	1.61	4.33	80.69	120.59	19.6	1.12	26.21	434.81	138.49	209.26	1306.4	5.73	1.76	20.42	514.19	23.76	4.65	3164.6	5.02	2202.2	148.34	854.22	25.58	1.57	740.990000000001	1.75	3.44	74.46	3.78	17.56	102.91	4.72	128.84	114.65	3.25	25.6	3.98
AP2S1	253.45	168.34	439.74	388.71	318.99	355.85	138.8	391.72	273.71	239.14	185.78	158.19	279.64	64.1	346.95	117.6	339.5	258.32	210.01	212.21	186.08	293.91	126.92	232.75	181.92	301.62	253.29	433.67	440.21	187.76	127.24	262.38	227.33	415.48	356.53	178.97	142.48	202.65	129.28	257.46	324.56	153.77	302.48	328.02	242.67	81.49	168.69	156.83	175.76	188.64	316.99	199.96	153.08	388.13	114.25	240.53	203.02	212.38	328.11	221.02	257.89	222.26	344.27	273.29	223.26	288.61	300.73	309.84	158.02	292.57	350.21	289.75	216.72	235.64	298.32	361.94	238.48	204.4	157.62	249.17	259.69	308.48	267.89	214.37	357.2
USH2A	0.02	0.04	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0	0	0.01	0.01	0.01	0.02	0.02	0.01	0.04	0.04	0.04	0.01	0	0	0	0.01	0.03	0.01	0.01	0.01	0.0600000000000001	0.03	0.03	0.0800000000000001	0.03	0.52	0.01	0.01	0.03	0.22	0	0.04	0.01	0.04	0.03	0	0.0600000000000001	0.12	0.01	0.02	0.13	0.05	0.03	0.02	0.01	0.04	0.03	0	0.01	0.62	0	0.03	0.01	0.04	0.0800000000000001	0.0600000000000001	0.02	0.0600000000000001	0.0700000000000001	0.02	0.15	0.01	0.0800000000000001	0.01	0.02	0.03	0.26	0.46	0	0.0600000000000001	0.03	0.0700000000000001	0.03	0.03	0.02
ZPBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG	0.0900000000000001	0	0.13	0.0900000000000001	0.73	0	1.18	0.46	0.02	0.0800000000000001	0.01	0.55	0.36	0	0.01	0.15	0.17	0.01	0	0	0.71	0.38	8.11	0.01	0.7	0.0800000000000001	0.01	0.12	2.95	0.31	0.03	0	0	0.0700000000000001	0.26	0	0.0900000000000001	0.43	0.11	0.18	0	0	0.2	0.12	0.04	0.05	0.01	0	0.16	0.26	0.2	0.26	0.01	0.22	0.32	0.0900000000000001	0	0.19	0	0.31	0.91	0	0.0900000000000001	0	0.19	0.28	0.16	0.03	0	0.03	0.2	0.0700000000000001	0.18	0.8	0.64	0.01	0.04	0.11	0.15	0.61	0.0900000000000001	0.25	0	0.02	0.01
ADAM28	0.0900000000000001	0.14	0.0700000000000001	0.12	0.21	0	0.73	0.35	0.05	0.01	1.75	0.42	0.18	0	0	0.01	0.01	0.0700000000000001	0.01	0.01	0.91	0.15	0.81	0.17	0.02	0.0600000000000001	0.04	0.15	1.31	0.11	0.02	0.15	0.13	0.05	0.04	0.22	1.91	0.02	0.05	0.01	0.03	0	0.33	0.02	0.13	2.2	0.11	0.0700000000000001	0.16	0	0	0.05	0.03	0.37	0.0600000000000001	0	0.02	0.01	0	0.12	0.48	0.01	0.04	0.03	0.5	0.04	0.12	0.02	0.05	0	0.0700000000000001	0.95	0	0.03	0.25	0.01	0.03	0.02	1.67	0.5	1.31	0.01	0.01	0	0.05
BARX2	0.01	0.1	0.12	0.15	0.0600000000000001	0.0700000000000001	0	0.02	0.11	0.01	7.71	2.08	0.03	0	0.39	0	0.04	0	0	0.3	0	0.49	14.28	0.37	0	0.05	0.0600000000000001	0.05	0.01	0	0.02	0	0	0.13	0	0.01	15.61	0	0	0.02	0	0	0.11	0.05	0	16.48	0	0.03	0.0700000000000001	0.02	0	0.02	0	0.01	149.51	0.04	1.49	0	0	0.02	0.15	0	0.01	0.87	0.03	0.04	0.05	0.04	0.02	0.02	0.02	0.03	0.01	0.03	0.0600000000000001	0.39	0.01	0.01	4.18	0.0600000000000001	0.24	0	0.04	0.04	0
DCUN1D1	27.53	23.23	14.76	17.09	15.34	19.65	13.27	26.42	15.32	11.44	24.84	34.97	18	7.7	18.68	11.78	16.83	30.02	18.83	16.74	9.87	14.89	27.39	20.65	21.49	22.81	13.03	15.07	21.3	10.04	30.53	23.54	24.83	15.67	11.82	15.72	21.37	23.02	20.75	23.35	15.02	7.58	15.36	19.39	21.72	34.59	11.2	13.14	10.2	21.27	30.09	12.98	22.95	27.46	31.81	14.93	16.32	32.12	14.24	16.63	21.62	14.74	17.17	23.59	27.13	14.81	19.83	19.21	17.53	22.53	50.94	22.11	16.28	12.23	16.45	13.78	18.01	20.42	38.99	13.56	13.39	11.99	17.68	7.42000000000001	13.84
JADE2	4.5	19.96	22.25	57.58	31.5	15.24	8.75	21.99	32.15	8.4	18.77	13.91	14.54	6.53	17.77	6.86	23.82	6.86	10.04	6.79	11.04	24.67	88.63	6.92	12.03	18.14	12.97	18.83	9.12	7.62	16.99	6.94	8.28	7.19	7.01	11.75	26.85	41.68	5.21	10.25	10.57	5.73	17.44	11.83	15.91	43.57	21.9	8.79	5.18	16.46	29.9	17.49	9.37	24.2	3.75	36.28	12.26	7.89	28.69	8.21	16.18	13.02	18.72	15.08	13.59	17.66	8.22	21.16	67.97	11.7	7.08	7.26	17.5	23.54	10	24.52	5.44	11.48	15.82	23.67	17.42	7.73	12.85	12.69	14.13
ZIC2	0.25	2.2	0.01	3.04	3.06	0.05	14.24	0.03	1.48	1.91	0.01	5.67	2.79	2.17	0.45	0.01	0.49	0.05	5.27	1.01	1.63	2.31	3.37	3.5	0.27	0.0600000000000001	0.75	0.01	0.01	0.0900000000000001	2.96	0.11	3.4	2.31	1.6	1.04	34.42	0.23	3.25	1.7	3.8	1.71	0.02	5.3	0.01	1.67	0.57	2.49	0.22	1.46	0.1	0.36	2.01	0.14	0	0.0800000000000001	2.36	2.06	2.29	2.49	5.91	0.15	2.87	6.72	1.18	0.04	0.03	1.14	2.13	2.46	2.07	1.54	1.26	0.0900000000000001	0.2	1.36	4.7	0.82	2.9	0.1	3.41	0.03	0.55	0.16	10.2
LCP2	9.31	3.77	14.26	27.37	1.08	0.17	0	0.14	0.16	0.05	0.01	0	0.16	0	0.18	0.17	1.39	25.88	31.33	0.71	0	12.42	0.03	0.01	0.25	0.02	17.62	9.31	0.98	30.62	11.74	9.87	0.05	10.53	0.75	8.94	0.04	3.51	0.77	55.65	0.29	8.79	2.24	19.01	0.66	0	40.92	0.14	2.46	0.18	5.96	0	1.21	4.11	0.01	0.14	0.5	0.01	0.23	27.17	0.32	0.29	0.05	0.65	1.55	23.53	0.36	10.13	22.66	26.39	12.52	0.74	0.22	1.7	0.13	0.81	0.0600000000000001	15.4	0.04	23.3	0.12	0.02	0.11	0.14	0.01
TRIT1	15.94	25.51	18.19	13.41	20.45	14.3	9.7	20.41	24.35	22.64	27.33	27.3	22.31	12.35	8.59	8.76	16.19	27.74	21.66	29.75	10.94	9.73	17.92	22.96	10.44	8.36	16.68	12.86	19.72	16.4	21.68	25.53	26.72	35.34	15.57	21.94	23.43	15.19	27.25	19.52	14.6	15.94	13.63	20.01	18.66	22.07	16.13	13.78	18.4	17.65	22.32	7.66	26.99	26.41	20.36	12	28.94	21.72	17.43	14.42	17.64	11.89	19.09	16.96	18.3	10.67	14.05	13.65	14.5	3.71	33.41	16.64	18.64	17.69	17.13	27.06	18.19	17.61	20.69	14.24	32.17	21.31	14.96	7.37	22.15
ADRB1	0.39	0.01	0.64	0.03	0.0900000000000001	0.05	0.04	0.32	0.04	0.27	0.17	0.59	0	0	0.0600000000000001	0	0.01	0.05	0.0700000000000001	0.0900000000000001	0.21	0.0800000000000001	0.69	0.69	0.04	0.0700000000000001	0.32	0.28	0.01	0	0.18	0	0.17	0.26	0.03	0.16	0.26	0	0.13	0.01	0.01	0	0.04	0.03	0.11	0.49	0	0.66	0.14	0.04	0.01	0.04	0	0.14	0.19	0	0.13	0.0900000000000001	0	0.05	0.0600000000000001	0.14	0.02	0.48	0	0	0.57	0.05	0.12	0.0700000000000001	0.04	0.0600000000000001	0.05	0.2	0.02	0.25	0.03	0.0700000000000001	0.1	0.15	0.19	0	0.17	0.01	0.01
GUCA2B	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0
CUL7	7.3	12.81	24.55	21.29	6.2	16.13	11.96	18.16	19.41	8.55	3.72	1.8	18.57	5.41	20.69	6.79	14.55	5.19	10.96	11.62	14.12	22.31	7.81	24.25	9.34	29.01	15.08	37.62	29.42	6.99	11.4	17.51	16.11	14.72	12.05	19.48	5.78	12.74	13.94	11.64	5.84	4.57	23.33	12.22	25.32	10.82	10.59	11.12	4.62	11.24	7.78	25.58	11.13	20.25	13.31	15.51	15.29	18.71	19.76	10.42	12.28	10.37	9.93	19.64	23.28	20.59	15.25	14.43	11.51	15.35	15.33	11.61	23.32	8.53	22.08	10.75	29.16	5.69	4.06	26.47	12.39	26.65	10.93	6.15000000000001	16.46
CTNNA1	242.43	457.77	190.69	299.34	364.23	371.07	110.37	284.42	436.13	180.4	96.44	125.9	224.76	85.69	296.13	183.67	245.2	442.29	173.5	127.15	107.9	262.87	155.43	121.42	744.08	315.39	163.78	280.67	185.33	151.12	183.01	212.1	94.46	179.03	267.02	284.87	460.61	264.96	101.78	276.17	151.86	186.53	606.530000000001	254.31	239.73	158.04	122.27	207.98	247.9	254.4	263.73	231.89	190.4	285.5	516.6	310.69	236.23	273.02	156.81	229.36	161.4	152.6	404.62	248.92	112.52	166.82	322.13	186.17	348.23	106.23	181.59	241.76	278.32	312.61	188.07	261.95	74.83	179.43	113.54	392.9	182.53	110.04	293.94	186.31	258.6
PHKA2	2.61	11.16	16.79	24.36	15.56	7.48	3.05	12.28	15.12	21.08	10.25	3.99	10.61	8.41	4.73	8.09	9.51	4.18	12.11	4.89	2.72	7.06	8.38	6.87	13.83	4.77	7.49	13.44	10.66	6	10.19	12.49	15.91	10.99	9.67	15.82	51.32	14.19	8.55	11.61	3.35	2.89	9.23	16.44	6.98	35.49	6.46	11.98	3.78	7.52	54.98	4.98	3.22	11.98	8.08	11.98	4.52	5.95	4.96	7.24	8.42	12.37	11.61	20.9	18.46	13.98	7.05	10.02	13.06	9.47	5.29	10.93	12.41	24.37	10.07	8.11	13.6	4.24	5.92	14.24	6.98	13	7.07	5.35	5.96
CNTLN	4.48	2.91	4.15	4.76	6.79	4.16	4.93	3.84	3.54	1.78	0	6.16	2.87	1.5	2.94	4.58	5.44	2.61	3.75	7.13	3.3	3.75	2.48	7.97	5.43	3.38	6.37	4.32	5.99	1.98	4.58	7.77	2.56	4.79	1.85	11.48	2.45	5.76	1.34	3.56	5.22	3.21	2.46	5.95	2.45	2.22	2.71	3.29	7.74	6.88	5.64	2.28	7.56	4.52	7.61	3.45	8.47	9.39	2.53	3.04	5.53	3.8	2.57	2.57	8.39	5.47	4.48	4.14	5.05	4.03	7.78	5.6	2.7	2.52	2.44	5.84	1.94	5.84	1.18	3.68	8.07	2.68	5.05	1.57	7.74
EPHA3	6.26	3.25	15.58	0.24	3.28	15.15	0.01	1.26	12.87	27.98	0	0	12.35	1.89	6.74	0.27	8.02	0.65	0.25	19.73	0.64	0.35	0.04	0.25	0.73	5.61	25.82	9.55	0.04	0.04	15.35	20.56	3.76	43.14	3.25	7.02	0	9.99	0.46	1.3	0.01	5.65	6.24	15.21	0.02	0	0.18	19.35	2.64	25.88	1.16	2.07	71.08	3.52	24.25	7.39	45.74	2.3	0.19	13.5	3.07	19.59	26.51	29.53	9.79	3.31	3.33	2.09	0.04	7.52	33.9	0.23	1.24	8.21	4.9	18.84	0.25	1.77	0.0700000000000001	4.76	3.94	2.44	21.15	0.01	0.02
HSPA5	534.81	449.28	387.96	131.18	312.74	792.92	400.63	414.72	358.1	403.67	307.7	1143.5	528.75	65.26	872.5	181.74	504.3	861.690000000001	343.08	1150.3	572.06	757.440000000001	188.62	354.39	361.1	798.95	460.91	445.68	979.540000000001	189.52	561.76	504.44	276.48	535.7	406.63	257.18	891.95	279.89	282.04	344.08	243.25	265.38	765.09	353.2	362.36	441.47	396.19	339.99	432.79	530.02	209.57	898.430000000002	571.88	522.09	563.399999999999	287.31	242.17	508.55	318.46	266.09	501.12	259.7	350.75	476.76	109.14	402.93	492.59	470.54	185.24	222.22	521.77	555.04	459.26	923.54	615.74	344.4	252.19	272.75	429.55	344.69	363.41	273.05	373.26	260.26	425.12
DSG2	32.73	0.6	13.62	22.83	0.0800000000000001	19.64	0	9.98	0.13	29.55	93.64	105.93	32.94	0.04	15.1	22.99	16.9	14.02	44.81	16.3	0.01	27.1	88.03	28.96	5.64	17.45	0.12	10.84	0.32	17.91	74.58	13.8	70.86	21.8	32.86	1.23	72.75	15.48	33.64	0.28	0.02	0.01	7.85	0.49	20.09	46.38	10.94	30.63	11.72	20.39	1.37	16.74	75.7500000000001	12.59	59.8000000000001	0.12	23.74	72.39	31.96	0.27	84.98	3.05	17.7	14.85	11.22	0.27	23.47	32.36	21.84	31.17	30.91	11.17	53.27	0.16	28.26	15.09	0.15	24.49	98.54	3.47	77.64	8.62	7.18	37.61	0.0700000000000001
GEMIN8	5.71	4.85	6.35	6.75	11.16	5.08	8.91	7.3	8.78	10.47	14.38	26.33	7.34	5.71	6.12	9.08	14.75	11.16	22.04	12.03	8.27	8.05	11.3	11.78	12.28	8.36	17.73	9.5	16.21	5.84	9.55	7.26	16.97	22.56	6.26	13.8	45.35	8.87	6.78	5.64	3.05	3.65	20.1	15.99	23.12	38.75	8.06	10.51	9.53	12.37	6.06	5.16	11.89	6.39	10.29	5.57	17.56	28.15	6.34	7.34	13.95	7.07	7.11	17.24	12.53	9.3	7.03	6.45	9.37	6.39	17.39	10.7	5.86	15.96	10.2	9.83	16.03	4.93	4.82	27.71	13.2	8.5	10.96	12.55	3.98
